T2M,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
28.8,8.91,34,25.09,17.21,70.62,1.16,99.98,4.26,6.02,2.26,3.77,249.38,6.17,9.41,3.51,5.9,251.38
28.68,8.2,33.12,24.9,17.52,71.94,5.94,99.95,3.23,5.58,0.63,4.94,250.94,4.6,6.62,1.27,5.34,255.44
27.78,6.61,31.88,25.27,17.7,75.94,12.57,99.95,4.8,6.05,2.54,3.5,234.75,6.75,8.76,4.44,4.32,236.69
28.4,9.7,33.81,24.12,17.09,71.44,0.6,99.96,5.67,7.44,3.65,3.79,246.94,7.96,9.44,6.53,2.91,248.31
27.57,8.55,32.8,24.25,17.15,74.69,34.86,100.04,6.33,7.96,5.05,2.92,233.94,8.3,9.92,6.59,3.33,235.5
28.36,9.62,33.58,23.97,18.01,75.62,4.84,99.99,4.7,6.13,3.16,2.98,228.81,6.5,8.34,4.11,4.23,232.19
28.52,8.55,33.23,24.67,18.25,75.56,12.07,99.9,4.72,6.01,3.58,2.43,240.56,6.71,8.83,5.12,3.71,243.31
28.35,8.79,33.12,24.32,18.37,77,8.43,99.98,4.23,6.11,2.85,3.26,234.75,5.89,7.88,4.15,3.73,237.25
28.49,8.16,33.02,24.86,18.43,76.44,3.36,99.94,4.23,5.73,3.04,2.69,236.19,5.98,8.26,4.14,4.11,238.94
28.05,6.62,31.82,25.2,18.55,78.5,1.44,99.92,5.07,5.79,4.44,1.36,228.5,6.97,8.28,5.71,2.56,230.44
28.69,9.4,33.93,24.52,18.25,75.25,0.47,100.06,3.87,5.19,1.66,3.52,229.75,5.38,7.51,2.22,5.28,232.81
28.1,6.38,31.55,25.18,17.64,75,0.38,100.22,2.89,4.22,0.87,3.35,227.75,4.23,6.93,1.16,5.76,231.19
27.44,4.44,29.93,25.49,18.01,79,3.45,100.31,2.87,3.89,2.09,1.79,244.25,3.88,5.23,3.01,2.23,246.81
27.22,4.37,29.52,25.16,18.19,80.88,1.22,100.28,2.23,3.45,1.33,2.12,238.62,3.01,4.57,1.57,3,239.62
26.98,4.78,29.65,24.87,18.31,82.25,6.81,100.16,3.01,3.9,1.98,1.91,245.75,4.1,5.99,2.89,3.11,247.56
26.07,3.05,27.69,24.64,18.01,85,18.06,99.99,1.86,4.02,0.38,3.65,244.56,2.56,6.09,0.57,5.52,246.69
27.36,6.44,30.7,24.26,17.7,78.12,7.74,99.87,2.36,3.81,0.34,3.48,242.31,3.21,5.77,0.26,5.52,243.5
27.03,5.2,29.95,24.75,18.25,81.69,4.65,99.93,3.8,4.61,2.21,2.4,251.25,5.09,6.77,3.34,3.43,252
27.6,6.8,31.18,24.37,18.07,78.56,13.38,99.95,2.97,4.44,0.15,4.29,228.81,4.3,6.9,0.09,6.8,236.44
28.51,6.44,31.51,25.07,18.98,78.19,1.42,99.97,3,5.48,0.2,5.29,228.25,3.98,6.94,0.29,6.65,229.31
27.63,3.99,29.72,25.73,18.86,81.44,2.86,99.99,2.27,3.24,1.01,2.23,258.94,3.15,4.96,1.54,3.42,261.56
27.37,5.16,30.14,24.98,17.94,79,4.29,100.02,2.23,3.41,0.52,2.89,214.19,3.24,5.67,0.41,5.27,214.31
27.8,5.28,30.82,25.55,19.17,82,12.45,100,3.56,5.3,1.71,3.6,201.69,4.89,6.09,2.21,3.88,202.69
27.8,5.59,31.08,25.49,18.98,81.5,9.24,100.1,4.22,5.71,3.12,2.6,191.19,5.67,7.77,3.38,4.38,192
27.85,5.84,31.29,25.45,19.04,81.5,8.05,100.13,5.24,5.96,4.56,1.39,199.31,6.95,7.48,6.16,1.32,200.88
27.49,4.7,30.05,25.35,19.17,83.69,6.22,100.13,3.48,4.53,2.15,2.38,201.94,4.82,6.71,2.32,4.39,203.19
27.19,4.33,29.47,25.14,19.04,84.56,7.42,100.13,3.18,4.43,1.91,2.51,239.06,4.32,6.34,2.22,4.12,240
26.93,3.95,28.91,24.95,18.74,84.31,3.66,100.12,3.07,4.57,1.93,2.64,226.81,4.14,6.14,2.38,3.77,228.19
26.69,3.05,28.26,25.22,18.74,85.38,4.2,100.14,1.8,2.71,0.49,2.22,185.5,2.41,4.09,0.59,3.52,200.5
26.96,3.96,29.26,25.3,18.55,83.38,6,100.13,1.95,3.34,0.28,3.05,118.62,2.5,3.69,0.32,3.38,119.75
26.47,3.15,28.34,25.19,18.74,86.5,4.68,100.18,2.69,3.74,1.58,2.16,116.12,3.53,4.45,2.13,2.3,116
26.39,2.63,27.77,25.14,19.1,88.62,4.55,100.26,2.7,5.61,0.74,4.87,85.06,3.58,6.42,0.96,5.46,83.38
26.16,3.05,28.01,24.96,18.49,86.94,5,100.34,2.49,3.59,1.77,1.83,77.31,3.34,4.34,2.28,2.05,76.44
26.3,3.77,28.5,24.73,18.25,85.12,1.8,100.29,2.29,3.54,1.03,2.51,75.44,2.89,4.39,1.3,3.09,60.5
26.83,5.91,29.98,24.07,18.13,82.25,2.45,100.21,2.74,3.81,0.34,3.48,138.69,3.67,5.19,0.33,4.86,136.81
27.26,4.96,29.89,24.93,19.04,83.94,18.05,100.02,2.52,3.99,0.32,3.66,217.75,3.23,4.42,0.4,4.02,216.38
26.47,3.21,28.28,25.07,18.98,87.5,17.81,99.94,4.6,6.25,2.3,3.95,219.75,6.09,8.3,3.68,4.62,220.19
27.08,5.37,30.01,24.65,18.55,82.75,9.37,99.9,4.07,5.95,1.9,4.05,208.44,5.56,8.09,2.2,5.88,209.5
27.68,5,30.49,25.49,19.78,85,13.53,99.92,3.93,4.81,3.38,1.43,202.06,5.44,7.04,3.82,3.23,203.5
27.19,3.18,28.98,25.8,20.08,88.5,15.99,99.96,4.29,5.28,3.2,2.08,205,5.86,7.39,3.59,3.8,205.75
26.9,4.19,29.44,25.26,18.98,85.44,9.38,100,4.09,4.88,3.22,1.65,218.31,5.73,7.21,3.98,3.23,219.56
27.05,6.71,30.7,24,18.68,83.44,6.18,99.93,4.3,5.94,3.12,2.82,237.88,5.98,6.93,5.21,1.72,239.81
26.73,6.52,30.27,23.75,18.01,82.12,1.2,99.88,4.11,5.91,2.42,3.49,270.94,5.66,6.98,3.64,3.34,271.56
26.68,4.58,29.19,24.61,18.07,82.19,0.88,99.91,4.03,6.02,1.63,4.39,261.56,5.45,7.23,2.21,5.02,263.06
28.03,8.22,32.55,24.33,18.31,78,0.05,99.96,3.76,5.15,2.62,2.53,244.94,5.34,6.02,4.41,1.62,247.19
28.13,8.19,32.44,24.26,18.62,78.88,0.03,100.11,3.61,5.12,1.91,3.2,238.94,4.97,6.8,3.09,3.72,241.12
28.38,8.03,32.42,24.39,18.19,76.25,6.44,100.13,3,4.81,1.62,3.19,241.56,4.15,5.54,2.49,3.05,244.06
28.19,7.56,31.97,24.4,18.07,76.56,1.6,100.22,2.5,3.65,0.98,2.66,230.81,3.48,5.34,1.27,4.06,233.56
28.4,6.12,31.46,25.35,18.68,77.75,0.76,100.33,2.03,3.03,0.8,2.24,201.69,2.73,4.45,1.01,3.44,200.62
28.27,6.28,31.29,25.01,18.98,79.44,4.8,100.32,2.36,4.23,0.61,3.62,198.31,3.2,5.57,0.77,4.8,197.69
27.36,3.75,29.37,25.62,18.62,81.88,17.15,100.34,2.01,3.99,0.45,3.55,263.44,2.52,4.65,0.48,4.16,266.75
27.42,5.18,29.9,24.72,18.49,81,9.75,100.29,2.26,3.49,0.79,2.7,242.06,2.93,4.01,1.02,2.99,242.31
27.06,3.88,29.3,25.42,19.41,86.62,19.38,100.2,3.24,4.18,1.09,3.09,189.88,4.34,5.34,1.39,3.95,190.75
26.8,4.88,29.49,24.62,18.31,83.25,7.56,100.21,2.27,3.11,1.58,1.53,173.81,3.13,5.05,1.62,3.42,175.38
26.45,4.31,29.12,24.8,18.19,84.06,2.75,100.22,1.48,2.14,0.66,1.49,149.5,1.95,2.61,0.77,1.84,148.69
26.91,5.45,29.83,24.38,17.88,80.88,1.36,100.31,1.9,2.55,1.12,1.44,165.19,2.55,3.98,1.34,2.64,165.25
27.23,5.48,30.18,24.69,18.31,81.38,1.73,100.4,2.31,3.2,1.53,1.66,158.44,3.09,4.92,1.64,3.28,158.38
27.33,5.9,30.6,24.7,18.25,80.81,1.77,100.49,2.27,3.05,1.52,1.53,156.25,3.04,4.94,1.8,3.12,157
27.25,6.83,30.88,24.05,17.09,76.5,0.64,100.4,2.09,3.01,0.8,2.21,176.81,2.91,5.03,0.74,4.29,178.44
27.14,6.02,30.25,24.23,17.33,77.44,5.03,100.41,2.25,3.25,1.09,2.16,158.25,2.96,3.97,1.02,2.94,158.81
26.84,6.2,30.44,24.26,16.91,77.38,1.8,100.5,2.23,3.48,0.94,2.54,132.81,2.93,4.66,0.98,3.68,132.25
26.69,6.11,30.13,24.03,16.3,75.19,1.01,100.56,1.8,3.02,0.34,2.69,120.94,2.34,3.68,0.35,3.32,120.75
26.33,4.84,29.17,24.33,15.32,72.06,0.01,100.45,1.69,2.87,0.29,2.58,103.25,2.18,4.01,0.31,3.7,101.88
26.58,6.99,29.93,22.94,15.32,71,0.25,100.42,1.81,2.45,0.09,2.36,153.19,2.37,3.7,0.2,3.49,152.12
27.56,7.98,31.33,23.36,17.21,75,0.31,100.35,2.35,4.82,1.36,3.46,162.5,3.05,5.69,1.63,4.05,177
27.48,5.52,30.57,25.05,18.92,82.5,1.43,100.29,3.2,5.38,1.41,3.96,147.31,4.27,6.55,1.9,4.65,147.75
27.18,5.97,30.28,24.31,17.58,78.62,1.56,100.28,2.16,3.07,0.23,2.85,160.38,2.97,4.58,0.19,4.39,160.06
25.94,2.26,27.19,24.94,18.07,86.06,0.91,100.34,3.43,4.82,2.02,2.8,23.56,4.58,5.52,2.86,2.66,52.94
26.55,4.27,29.05,24.78,16.78,77.62,0.03,100.36,4.17,5.51,2.71,2.8,23.19,5.88,7.77,4.18,3.59,52.5
26.4,5.16,29.4,24.23,16.85,78.5,0.12,100.29,4.05,5.94,2.72,3.22,46.12,5.48,6.73,4.15,2.58,60.06
26.05,3.1,27.73,24.62,17.82,84.31,18.13,100.29,4.4,5.18,3.31,1.86,22.12,6.09,7.15,5.4,1.75,36
26.23,2.3,27.58,25.28,19.35,90.38,28.23,100.32,5.95,7.82,3.78,4.04,53.06,7.99,9.36,6.07,3.29,52.5
25.72,3.67,27.69,24.01,17.58,85.06,26.94,100.59,3.98,5.38,2.72,2.67,66.25,5.52,6.28,3.96,2.31,65.69
26.03,5.04,28.77,23.73,17.46,83.06,30.02,100.67,3.02,4.57,1.91,2.66,72.5,4.02,5.33,2.81,2.52,71.81
25.77,3.29,27.69,24.4,18.13,87.38,40.17,100.56,4.84,6.84,2.39,4.45,62.06,6.47,7.91,3.41,4.5,61.44
26.4,2.84,27.85,25.01,19.65,90.94,87.97,100.32,6.74,8.98,4.95,4.02,86,8.93,10.88,7.25,3.63,85.62
26.48,2.67,28.11,25.43,19.41,89.5,42.17,100.43,5.05,6.3,3.3,2.98,122,6.77,8.71,5.24,3.47,122.06
26.44,3.89,28.65,24.76,18.49,85.75,2.99,100.48,2.38,3.03,1.84,1.2,138.94,3.2,5.02,2.58,2.45,138.75
26.6,4.66,29.29,24.63,18.31,84.12,1.46,100.36,1.88,3.34,0.31,3.03,109.25,2.46,4.7,0.42,4.27,109.19
26.72,4.71,29.48,24.77,18.07,82.62,1.98,100.37,1.95,3.34,0.45,2.9,168.25,2.51,4.51,0.61,3.9,168.19
26.54,4.59,29.21,24.62,17.88,82.62,4.68,100.47,2.58,4.24,0.34,3.91,163.5,3.37,5.53,0.41,5.12,163.44
25.23,3.7,27.21,23.51,15.99,79.88,5.74,100.37,4.61,5.98,3.58,2.41,284.44,6.5,7.48,5.7,1.79,285.06
24.55,4.61,27.04,22.43,16.17,83.69,10.66,100.29,4.06,5.18,3.1,2.08,279.88,5.82,7.25,4.74,2.51,266
25.6,5.15,28.68,23.53,17.7,86.19,9.22,100.27,4.73,6.63,3.35,3.28,340.06,6.62,7.94,5.47,2.47,340.44
25.66,4.7,28.33,23.62,17.7,85.94,3.58,100.15,5.6,7.05,4.1,2.96,343.75,7.77,8.8,6.66,2.14,344.25
25.72,3.58,27.7,24.12,18.86,90.94,10.57,100.16,6.2,7.64,5.14,2.5,148.31,8.25,9.17,7.32,1.86,148.5
26.04,2.18,27.48,25.3,19.47,91.69,10.67,100.05,6.45,9.95,3.23,6.73,198.56,8.63,12.24,5.48,6.75,198.12
26.48,3.81,28.79,24.98,18.68,86.5,7.72,100.38,3.14,4.05,2.34,1.7,119.44,4.3,5.23,3.56,1.67,119.56
26.27,4.64,29.02,24.38,18.37,86.06,1.46,100.37,2.95,4.87,1.7,3.16,105.19,3.88,5.61,2.3,3.31,105.5
26.17,4.77,29.01,24.23,17.88,84.44,3.12,100.46,2.45,3.73,0.64,3.09,86,3.31,5.56,0.85,4.71,85.75
25.57,5.08,28.4,23.32,16.91,83,0.53,100.57,3.55,4.45,2.85,1.6,48.44,4.89,5.39,4.23,1.16,47.81
25.27,4.96,28.14,23.18,16.91,84.31,0.07,100.65,3.48,4.94,2.15,2.79,42.38,4.76,6.45,2.89,3.56,41.75
24.92,6.29,28.24,21.95,15.69,80.31,1.68,100.71,4.4,6.17,3.23,2.95,36.81,6.12,7.13,4.7,2.44,36
25.44,5.28,28.44,23.15,16.91,83.44,3.47,100.74,4.6,5.67,3.52,2.15,34.06,6.5,7.46,5.45,2.02,33.25
25.73,4.99,28.66,23.67,16.97,82.5,5.51,100.69,5.35,6.97,4.09,2.88,36.31,7.56,8.19,6.49,1.7,35.94
25.51,4.8,28.26,23.47,16.66,81.81,0.72,100.62,6.15,8.15,3.91,4.24,35.75,8.45,9.5,6.41,3.1,35.75
24.33,3.39,26.3,22.9,15.5,81.75,0.01,100.56,3.96,4.9,3.34,1.55,30.25,5.73,6.34,4.88,1.46,29.94
24.03,4.46,26.56,22.1,14.77,79.5,0,100.51,4.27,5.27,3.2,2.06,11.38,6.12,7.56,5.02,2.55,11.31
22.78,7.08,26.62,19.54,12.57,73.38,0,100.47,5.19,6.72,4.06,2.66,350.75,7.3,8.35,6.6,1.75,351.44
22.69,7.7,26.42,18.72,12.82,74.88,0,100.53,3.68,4.59,2.91,1.69,248.56,5.02,6.54,4.12,2.41,249.44
23.04,6.8,26.8,20,12.94,74.69,0.04,100.57,4.11,5.79,2.98,2.8,190.12,5.62,6.88,4.41,2.48,190.25
23.36,6.83,26.99,20.16,14.47,81,0.07,100.54,4.8,6.22,3.57,2.65,140.38,6.67,7.23,5.67,1.57,140.69
23.83,6.99,27.77,20.78,14.22,77.44,0,100.53,4.49,5.48,3.67,1.8,41.75,6.3,7.79,5.04,2.75,56.88
23.51,7.01,27.62,20.62,13.61,76,0,100.6,4.75,6.55,3.8,2.76,43.5,6.63,7.54,5.48,2.05,43.75
22.55,8.21,27.11,18.9,12.15,72.19,0,100.53,4.7,6.12,3.86,2.27,181.62,6.57,7.11,5.96,1.15,182.19
23.21,7.58,26.91,19.33,13.61,76.69,0,100.53,4.92,6.49,3.84,2.65,99.94,6.89,7.81,6.02,1.79,84.81
24.31,6.19,27.75,21.56,14.71,77.75,0.32,100.6,5.56,7.07,3.69,3.39,18.62,7.58,9.14,6.07,3.07,17.94
24.52,3.31,26.46,23.15,16.42,85.62,7.22,100.56,6.52,7.95,4.53,3.41,19.94,8.64,9.75,7,2.75,19.69
24.88,2.95,26.48,23.53,18.01,91.56,17.93,100.54,5.2,6.04,4.2,1.84,43.25,7.05,7.66,6.48,1.17,42.56
25.72,4.19,28.23,24.05,18.19,88.19,22.29,100.72,4.74,6.23,3.56,2.67,59.75,6.61,7.23,5.83,1.4,59.06
25.08,3.62,27.05,23.44,17.46,88,39.98,100.79,4.28,5.91,3.14,2.77,74.31,6.01,7.09,4.96,2.12,73.94
25.46,3.94,27.75,23.8,17.82,87.88,25.5,100.75,5.28,7.34,4.05,3.28,59.38,7.33,8.57,6.37,2.2,59.38
25.47,3.01,27.28,24.27,18.13,89.12,29.89,100.74,4.66,5.66,3.29,2.38,58.5,6.49,7.39,5.41,1.98,58.12
25.32,3.88,27.77,23.9,17.33,86.31,3.88,100.78,5.19,7.03,3.3,3.73,40.06,7.11,8.15,5.42,2.73,39.5
24.48,5.64,27.24,21.6,15.87,83.19,0.05,100.81,6.32,7.96,4.29,3.67,18.12,8.65,9.64,6.78,2.86,18.19
23.28,6.08,26.95,20.87,14.47,81.38,1.01,100.72,5.77,7.61,3.98,3.62,134.88,7.99,8.87,6.53,2.34,165
22.43,5.74,25.54,19.8,13.31,79.06,0.1,100.53,5.47,7.75,4.02,3.73,337.5,7.77,9.08,6.62,2.45,337.88
22.97,8.05,27.62,19.58,13.55,78.12,0,100.51,5.44,7.32,3.83,3.5,337.31,7.64,9.3,6.02,3.28,337.62
22.51,7.69,26.79,19.1,13.06,77.5,0,100.63,5.08,6.8,3.62,3.18,339.94,6.99,8.89,5.42,3.47,340.81
22.1,10.09,27.25,17.15,11.11,68.25,0,100.81,3.71,5.95,2.2,3.75,235.94,5.04,8.03,3.01,5.02,235.81
22.66,9.75,27.29,17.54,12.39,72.5,0,100.88,2.78,3.93,1.8,2.12,156.38,3.65,5.53,2.39,3.15,156.88
23.13,6.59,26.61,20.03,14.16,80.94,0.4,100.97,2.6,4.2,0.86,3.34,85.5,3.38,4.82,1.08,3.73,100.38
23.44,5.91,26.86,20.94,14.1,79.25,1.19,100.99,3.18,3.95,1.91,2.04,62.06,4.29,5.77,2.59,3.18,61.38
24.05,6.66,27.83,21.15,15.87,85.5,4.88,100.88,3.97,6.04,2.28,3.76,52.62,5.41,6.98,3.31,3.67,52.44
24.73,4.94,27.72,22.78,16.6,85.81,17.28,100.83,4.77,6.4,3.5,2.9,64.62,6.6,7.45,5.72,1.73,64.25
25.02,4.45,27.71,23.26,16.72,84.94,8.69,100.9,4.85,6.08,3.8,2.28,56.25,6.81,7.38,6.27,1.12,55.88
25.04,4.45,27.69,23.25,16.78,85.12,1.02,100.89,5.31,6.84,3.9,2.94,63.12,7.28,7.84,6.33,1.51,62.69
25.23,4.32,27.73,23.4,17.21,86.38,0.76,100.92,5.41,7.02,3.8,3.22,71.12,7.38,8.16,6.27,1.89,70.81
24.65,3.51,26.73,23.21,16.3,84.62,0.37,100.96,5.24,6.47,4.25,2.22,56.06,7.23,7.8,6.54,1.26,55.75
24.8,4.46,27.38,22.92,16.54,85.06,0.26,100.91,4.72,6.13,3.64,2.49,53,6.56,7.08,5.91,1.17,52.38
25.23,3.42,27.36,23.93,17.46,87.31,0.91,100.91,5.85,8.02,3.77,4.25,53.06,7.77,9.34,6.12,3.23,53
25.02,4.3,27.61,23.32,16.72,84.81,0.6,101,6.02,9.3,3.64,5.66,64.5,8.16,10.98,6,4.98,64.06
24.29,4.66,27,22.33,15.56,82.94,0.11,101.04,4.47,6.04,3.21,2.84,56,6.2,6.84,5.16,1.67,55.44
23.75,3.73,25.9,22.17,15.62,85.62,0.02,100.96,4.39,5.85,2.73,3.12,47.75,5.93,6.81,4.08,2.73,47.06
23.37,2.74,24.93,22.19,15.08,84.44,0,100.86,4.81,6.4,3.69,2.71,50.31,6.84,7.49,5.77,1.72,49.62
23.71,5.69,27.12,21.43,14.59,80.56,0,100.85,5,6.4,3.94,2.46,43.12,7.01,7.72,5.95,1.77,42.62
23.23,6.01,26.75,20.74,13.92,79.12,0,100.88,4.69,5.73,3.91,1.82,31.44,6.6,7.18,5.96,1.21,31.06
22.34,6.42,26.05,19.64,13.31,79.94,0,100.8,4.1,5.08,3.03,2.05,52.62,5.7,6.88,4.53,2.34,67.06
22.36,6.92,26.14,19.22,13.67,81.75,0,100.74,4.12,5.58,3.1,2.48,32.06,5.64,6.81,4.59,2.22,31.25
23.34,6.45,26.9,20.45,14.34,80.81,0.01,100.83,4.14,5.3,3.05,2.25,48.62,5.78,6.8,4.73,2.07,48.19
23.65,5.48,27,21.51,14.22,78.5,0.01,100.93,4.72,6.34,3.65,2.69,52.81,6.65,7.23,5.79,1.45,52.25
23.12,5.49,26.41,20.91,13.49,77,0.04,100.88,4.28,5.45,3.22,2.23,52.5,5.95,6.95,4.9,2.05,52
22.45,6.48,26.11,19.62,13.18,78.5,0.07,100.84,3.65,4.62,2.74,1.88,50.25,4.99,5.95,3.95,2,50
21.84,7.35,25.99,18.63,13.12,81.19,0,100.81,3.27,3.82,2.55,1.26,59.19,4.3,5.55,3.6,1.94,58.81
22.18,6.73,25.9,19.16,13.31,80.62,0,100.81,3.61,4.91,2.74,2.16,64.19,4.77,5.37,3.94,1.42,63.75
22.47,6.53,26.17,19.63,13.06,77.81,0.07,100.86,3.8,5.06,2.73,2.33,53.88,5.12,6.01,3.91,2.1,53.5
22.8,6.06,26.16,20.1,13.43,78.31,0,100.83,3.69,4.48,2.62,1.85,51.38,5.1,6.62,3.9,2.73,51.12
23.39,6.42,27.05,20.63,14.16,79.69,0,100.89,3.59,4.91,2.48,2.43,58.62,4.95,6.43,3.72,2.71,58.19
23.55,6.34,27.14,20.8,14.28,79.81,0,100.94,3.42,4.79,2.29,2.5,68.62,4.53,6,3.21,2.79,68
23.58,6.52,27.33,20.8,13.49,75.25,0,100.85,2.94,3.54,2.19,1.35,64.75,3.95,5.84,2.99,2.84,64.69
23.05,6.44,26.88,20.44,13,74.62,0,100.73,2.28,3.25,0.8,2.45,94.69,3.04,5.16,1.01,4.16,94.88
22.93,6.52,26.86,20.33,13.24,76.75,0,100.72,2.54,3.35,1.16,2.2,115.31,3.34,5.56,1.5,4.06,116.12
22.92,6.37,26.65,20.28,13.37,77.19,0,100.76,2.85,3.59,1.98,1.62,94,3.77,5.14,2.65,2.49,94.38
22.84,6.53,26.55,20.03,13.12,76.44,0,100.8,3.28,4.28,2.23,2.05,85.56,4.31,5.31,3.06,2.24,85.88
23.01,6.23,26.61,20.37,13,74.88,0.01,100.85,3.36,4.55,2.41,2.12,70.31,4.38,5.15,3.36,1.79,70.19
23.42,6.43,27.26,20.83,12.39,69.75,0,100.88,2.82,3.82,1.96,1.85,97.38,3.64,4.77,2.69,2.08,97.56
23.6,6.43,27.48,21.05,13.06,72.69,0,100.87,2.5,3.77,1.1,2.67,89.94,3.16,4.93,1.38,3.55,90.06
23.65,7.76,27.83,20.08,14.28,79.44,0,100.82,2.38,3.81,1.05,2.77,83.88,3.1,4.95,1.3,3.65,113.31
23.94,6.48,27.89,21.41,14.77,80.69,0,100.88,2.54,3.97,0.58,3.39,115.25,3.27,5.05,0.73,4.31,115.56
23.86,6.52,27.87,21.34,14.47,79.62,0,100.88,2.78,4.3,1.05,3.26,91.38,3.7,5.73,1.33,4.4,91.75
23.74,6.36,27.6,21.24,14.28,78.88,0,100.86,3.26,4.5,2.31,2.19,84.38,4.22,5.35,3.17,2.18,84.31
23.58,7.27,27.84,20.57,13.37,74.94,0,100.92,3.33,4.73,1.83,2.91,84.75,4.32,5.88,2.35,3.53,84.69
23.4,8.1,28,19.9,13,73.69,0,100.85,3.48,5.46,2.24,3.21,71.19,4.54,6.13,3.04,3.09,70.88
23.63,7.53,28.24,20.72,13.37,75,0,100.84,3.08,4.19,2.24,1.95,82.69,3.97,5.17,3.14,2.03,82.44
23.55,7.19,27.77,20.58,14.1,79.25,0.02,100.9,3.4,4.98,1.9,3.08,85.75,4.46,6.14,2.5,3.64,85.75
23.8,6.46,27.58,21.12,13.49,75.06,0.39,101.01,4.23,6.08,2.84,3.24,75.75,5.62,6.92,4.21,2.71,75.5
24.08,6.28,27.88,21.6,14.47,78.5,1.05,101,3.95,5.92,2.77,3.16,84,5.23,7.12,3.98,3.15,83.88
24.19,7.36,28.33,20.98,14.1,76.12,0.01,100.94,3.77,4.61,3.09,1.52,93.06,5.02,5.91,4.13,1.79,93.38
23.88,7.44,28.36,20.92,13.55,74.94,0.01,100.9,4,5.7,2.77,2.93,79.88,5.18,6.28,3.91,2.37,79.75
23.52,7.79,28.03,20.24,13.24,74.81,0.06,100.95,3.91,5.61,2.37,3.23,63.56,5.06,6.28,3.2,3.08,63
23.41,7.94,27.98,20.04,12.51,71.25,0,100.91,3.62,5.46,2.45,3.02,58.19,4.79,6.21,3.5,2.71,57.94
23.58,7.93,28.18,20.24,11.96,67.5,0.02,100.87,3.6,4.7,2.67,2.02,66.31,4.72,5.92,3.77,2.15,66.44
23.36,8.51,28.18,19.67,11.84,67.62,0,100.82,3.52,5.34,2.52,2.81,61.25,4.52,5.91,3.45,2.46,61.06
24.04,8.18,28.73,20.55,13.18,71.88,0,100.77,2.93,4.37,1.28,3.09,79.44,3.84,6.15,1.7,4.45,80.06
24.62,8.15,29.59,21.44,14.4,76.31,0,100.75,3.18,4.96,1.74,3.23,88,4.09,5.98,2.25,3.73,88
24.84,9.57,30.37,20.8,13.79,72.88,0,100.68,3.15,3.95,1.76,2.19,143,4.23,6.64,2.37,4.27,143.5
25.21,9.67,30.83,21.15,13.92,71.81,0,100.62,2.96,3.88,1.8,2.08,146.62,3.98,6.31,2.42,3.89,147.38
25.03,9.63,30.53,20.9,13.98,72.81,0,100.56,3.13,4.91,1.59,3.32,135.62,4.2,5.66,1.81,3.85,136.38
25.29,8.76,30.45,21.69,14.71,75.31,0,100.61,3.16,4.18,1.64,2.54,135.31,4.16,6.18,2.1,4.08,135.94
25.24,9.03,30.47,21.43,14.89,76.25,0,100.6,3.3,4.83,2.07,2.76,141.06,4.34,6.03,2.73,3.3,141.38
25.27,9.95,31.12,21.16,13.98,72.38,0,100.69,3.19,4.9,1.67,3.23,139.75,4.18,6.23,2.17,4.05,140.06
25.3,10.92,31.54,20.62,13.98,72.56,0,100.72,2.99,4.41,1.32,3.09,140.19,4,5.86,1.24,4.62,139.69
24.9,10.11,30.75,20.64,14.22,74.81,0,100.68,3.27,5.12,2.05,3.07,138.75,4.29,5.68,2.56,3.12,139.5
24.98,10.4,31.06,20.66,13.85,73.12,0,100.67,4.05,5.36,3.03,2.32,162.31,5.41,7.12,4.51,2.61,162.94
25.03,11.58,31.59,20.01,13.06,69.12,0,100.65,4.11,5.41,2.98,2.45,159.31,5.48,6.99,4.19,2.8,160.31
25.08,11.41,31.58,20.16,13.43,70.81,0,100.67,3.52,4.8,1.97,2.83,154.19,4.57,5.95,2.6,3.35,154.56
25.58,12.54,32.4,19.86,13.55,69.75,0,100.62,3.5,4.68,1.35,3.33,162.12,4.7,7.59,1.77,5.82,162.69
25.72,11.78,32.33,20.55,14.16,71.88,0,100.54,3.8,5.67,2.51,3.16,162.44,5.07,6.62,3.61,3.01,163.44
25.69,9.88,31.39,21.51,14.71,73.88,0,100.56,4.45,5.91,3.17,2.73,162.62,5.84,7.18,4.84,2.34,164
25.4,10.56,31.6,21.04,14.04,72.25,0,100.6,4.02,5.37,3.04,2.33,161.88,5.34,6.93,4.33,2.6,163.19
25.18,10.91,31.45,20.53,14.04,73.25,0,100.65,3.52,5.05,2.89,2.16,150.5,4.61,5.75,3.45,2.3,151.12
25.44,10.7,31.83,21.15,13.55,70.19,0,100.8,3.06,5.12,1.34,3.78,132.38,3.89,5.66,1.69,3.97,132.06
25.68,11.47,32.29,20.82,13.98,71.56,0,100.7,3.31,4.59,1.99,2.59,138.06,4.24,6.21,2.64,3.57,138.44
25.87,11.3,32.48,21.17,13.67,69.06,0,100.62,2.94,4.72,1.41,3.31,129.12,3.75,6.09,1.75,4.34,129.19
25.83,11.04,32.27,21.23,14.22,71.81,0,100.58,3.17,5,0.67,4.33,131.94,3.99,5.86,0.82,5.04,132.19
25.63,11.6,32.42,20.82,14.16,72.81,0,100.52,3.03,5.66,1.45,4.21,145.56,3.87,6.55,1.8,4.75,146.25
