QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2M_RANGE,T2M_MAX,T2M_MIN
8.91,62.69,0.45,99.3,4.11,6,1.86,4.14,40.69,5.81,8.69,2.98,5.7,40.75,20.01,10.79,24.73,13.94
7.2,53.81,0,99.21,3.54,5.34,2.46,2.88,25.88,5.27,7.08,3.68,3.4,26.25,19.58,13.91,25.69,11.77
8.3,57.56,0.64,99.01,3.3,5.05,2,3.05,273.62,4.76,6.16,2.75,3.41,273.69,20.58,11.27,26.09,14.81
8.97,62.69,2.87,99.03,2.45,4.34,0.57,3.76,235.31,3.59,6.78,0.72,6.07,235.94,20.18,9.4,25.46,16.06
8.85,70,1.04,99.07,4.07,5.76,2.58,3.18,264,5.77,6.93,4.3,2.63,264.12,18.25,9.34,22.91,13.58
9.03,78.06,3.09,99.27,3.35,4.14,2.54,1.6,319.69,5.07,6.02,3.61,2.41,320.12,16.59,9.38,21.2,11.83
8.91,76.25,1.93,99.28,1.84,2.77,1.02,1.77,107.31,2.73,5.56,1.17,4.39,108.06,16.64,8.48,20.86,12.39
7.93,59.31,0.05,99.54,1.54,1.91,0.72,1.2,68.56,1.94,2.79,0.94,1.85,68.19,19.15,11.52,24.64,13.12
8.36,59.88,0.84,99.49,2.21,3.71,0.8,2.91,39,2.95,4.35,1.09,3.27,38.88,19.89,11.13,25.44,14.31
8.61,60.5,0.39,99.36,2.26,3.19,1.66,1.53,51.62,3.17,5.55,1.95,3.61,52.31,20.45,13.03,26.58,13.56
8.97,60.19,0.01,99.4,3.29,4.38,2.44,1.95,59.12,4.97,6.86,2.69,4.17,59.19,21.33,13.55,27.69,14.15
10.68,68.62,1.32,99.46,4.18,4.99,2.96,2.03,36.5,6.24,8.19,3.77,4.41,37.38,21.53,10.66,26.74,16.07
10.62,69.5,0.43,99.44,4.47,5.5,3.35,2.15,31.19,6.76,8.73,4.88,3.84,32.12,21.3,10.15,26.19,16.04
10.31,68.69,0.4,99.5,3.87,4.67,3.02,1.64,98.31,5.94,8.16,3.68,4.47,98.94,21,10.59,26.25,15.65
9.34,67.38,0.6,99.77,4.31,5.73,3.16,2.57,20.88,6.31,7.54,5.21,2.32,21.5,19.76,9.52,24.95,15.43
8.91,63.31,0,99.95,3.07,4.27,1.88,2.38,174,4.39,6.34,2.55,3.8,174.12,20.23,13.39,26.48,13.09
9.52,64.62,0.89,99.61,2.98,4.41,1.84,2.57,284.25,4.11,5.74,2.87,2.88,284.38,20.73,11.05,25.86,14.81
5.55,52.38,0.06,99.99,4.98,7.12,2.46,4.66,42.81,6.5,8.72,4.07,4.64,43.19,15.73,10.06,20.55,10.48
6.96,57.69,2.29,99.91,3.94,6.84,0.73,6.11,252.62,5.71,8.65,0.98,7.68,253.62,17.19,15.28,24.86,9.58
9.09,84.12,4.49,99.33,4.73,7.56,2.82,4.74,189.88,6.58,9.38,3.57,5.8,189.12,14.76,11.06,19.55,8.49
4.82,65.56,0.3,100.21,6.2,7.62,4.48,3.13,21.56,8.24,9.11,7.11,2,22.44,10.01,7.3,13.61,6.3
5.07,61.5,0.01,100.59,5.76,8.18,3.66,4.52,18.44,7.99,9.9,6.87,3.03,19.62,12.03,11.09,17.47,6.38
7.08,71.69,0.29,100.75,3.72,5.36,2.22,3.13,82.5,5.61,7.11,4.63,2.48,67.75,14.37,11.62,19.26,7.64
6.77,64.38,0.02,100.82,4.04,5.51,2.45,3.05,45.88,6.14,7.72,4.32,3.4,46.19,15.7,10.45,21.34,10.88
7.69,67.69,0.01,100.66,3.16,3.95,2.09,1.87,44.19,4.75,6.58,3.48,3.1,44.69,16.77,14.66,23.4,8.74
8.85,69.94,0.3,100.49,2.75,3.85,1.54,2.31,184.44,4.41,7.38,1.77,5.61,184.88,18.24,10.66,23.77,13.12
6.53,64.44,0,100.67,3.68,4.61,2.48,2.13,234.62,5.41,7.09,4.09,2.99,234.62,15.23,11.11,20.97,9.86
6.96,66.94,0,100.71,2.7,3.64,1.98,1.66,302.06,3.77,4.44,2.46,1.98,302.12,15.56,12.75,21.93,9.18
7.45,68.44,2.05,100.52,1.5,2.95,0.36,2.59,197.94,2.17,5.44,0.48,4.95,196.75,15.83,9.7,20.64,10.94
8.48,79.19,7.62,100.12,2.98,4.46,1.45,3.02,165.94,4.73,8.06,1.61,6.46,167.44,15.37,7.33,19.85,12.51
8.06,70.31,0.77,99.77,3.72,4.98,1.66,3.33,151,5.77,8.62,2.02,6.59,153,16.69,11.8,23.32,11.52
7.57,65.38,0.1,99.48,3.27,4.46,0.86,3.6,198.25,4.95,7.58,1.73,5.85,199.75,16.93,11.81,23.43,11.62
8,85.88,6.73,99.74,2.31,3.82,0.45,3.37,235.75,3.5,6.1,0.52,5.58,235.62,12.84,7.71,17.73,10.02
6.04,62.81,0.01,100.06,2.7,5.32,0.38,4.94,203.62,4.31,9.53,0.49,9.04,204.62,14.57,12.67,21.09,8.41
6.71,64.44,0.31,100.12,4.05,6.05,2.33,3.73,198.12,5.98,9.98,3.62,6.35,198,14.71,7.95,18.83,10.87
7.57,61.44,0.04,99.8,3.23,5.66,1.37,4.3,180.75,4.88,7.19,2.12,5.06,181.62,17.99,12.23,24.58,12.35
7.57,56.62,0.14,98.85,3.74,5.91,1.12,4.78,190.5,6.09,7.79,1.8,5.99,191.25,19.35,13.74,27.11,13.37
7.57,74.44,5.28,98.62,5.67,7.76,3.71,4.05,241.19,8.38,9.91,4.99,4.92,241.88,13.93,11.02,18.97,7.94
4.76,66.25,1.87,98.73,7.27,9.84,4.52,5.32,239.94,10.05,12.43,8.18,4.24,240.62,9.25,7.98,14.67,6.7
5.13,76.38,0.77,99.49,5.29,7.19,2.95,4.24,273.81,7.43,8.84,5.81,3.04,274.44,8.19,6.53,11.67,5.14
4.27,70.75,0.02,100.17,3.42,4.52,2.3,2.23,256.12,5.02,5.93,4.12,1.81,255.75,7.12,10.2,12.65,2.45
3.78,66.88,0,100.19,3.31,4.73,2.41,2.34,70,4.93,7.99,2.91,5.09,71.06,6.3,11.05,11.4,0.35
4.21,74.31,7.09,99.3,5.83,7.1,4.43,2.67,57.81,7.57,9,5.54,3.46,58.81,5.8,7.9,10.37,2.48
4.88,86.62,3.99,99.47,2.5,5.22,1.44,3.78,264.19,3.27,6.8,1.75,5.05,265.5,5.48,5.52,8.57,3.05
4.94,83.75,1.66,99.4,1.67,2.91,0.6,2.31,193.94,2.55,5.16,0.69,4.48,193.25,6.2,5.32,9.41,4.09
3.54,71.75,0.29,100.39,2.3,3.24,0.7,2.55,315.81,3.17,5.2,0.88,4.31,316.25,3.78,5.84,6.7,0.86
3.6,72.12,0.47,101,3.83,6.54,1.86,4.68,197,5.55,9.7,2.62,7.07,197.44,4.1,8.72,7.66,-1.06
5.74,79.25,4.66,99.66,9.42,12.76,6.58,6.18,221,12.66,16.83,9.54,7.29,222.56,9.1,7.38,13.86,6.48
4.58,77.62,0.81,99.54,4.8,7.09,0.94,6.15,248.38,6.38,8.82,1.37,7.45,249.19,6.59,7.1,10.58,3.48
3.72,78.25,2.44,99.57,3.22,5.85,0.3,5.55,260.69,4.26,6.93,0.38,6.55,259.88,2.83,4.98,4.62,-0.35
2.44,62.81,0.02,100.15,2.6,4.19,1.38,2.8,224.25,3.77,6.72,1.99,4.73,223.38,0.76,6.65,4.3,-2.35
2.32,62.94,0.93,99.71,7.14,8.85,4.24,4.61,55.81,9.03,10.73,6.48,4.25,56.88,-0.15,4.79,2.58,-2.2
1.77,58.75,0.05,99.7,6.6,10.25,0.61,9.64,120.81,8.31,12.34,0.94,11.4,121.69,-2.61,5.66,0.77,-4.9
2.69,77.06,11.56,99.73,7.05,10.06,2.2,7.87,203.69,9.13,12.97,3.59,9.38,205,-1.15,7.12,1.79,-5.34
3.97,96.44,7.24,98.88,5.53,8.19,3.26,4.93,268.69,7.55,10.29,4.8,5.49,254.75,0.93,5.89,3.33,-2.56
2.38,82,0.34,100.84,5.11,8.93,1.77,7.15,329.44,6.91,11.21,2.75,8.46,330,-3.02,7.94,0.46,-7.48
2.81,84.25,1.53,101.48,2.16,3.63,1.05,2.59,249.75,3.07,5.76,1.56,4.2,250.5,-1.24,7.05,2.03,-5.02
3.78,91.88,0.9,101.35,4.62,5.05,3.74,1.3,207.81,6.97,8.31,5.83,2.48,208.75,1.31,4.97,3.51,-1.45
4.52,89.75,0.03,101.07,4.34,5.27,2.78,2.48,222.38,6.62,8.28,4.85,3.43,223.12,3.98,8.55,9.2,0.65
4.76,85,0.17,100.68,4.96,6.52,3.71,2.81,229.12,7.71,9.5,5.95,3.55,229.94,5.71,10.5,12.4,1.9
4.52,78.44,0.05,100.28,3.13,5.29,1.37,3.92,274.88,4.27,8.65,1.97,6.68,275.56,6.26,10.49,12.18,1.69
4.7,80.38,0.22,100.56,2.1,3.04,0.49,2.55,271.69,2.95,4.27,0.65,3.62,272.06,6.32,6.62,9.98,3.37
4.21,77.56,0,100.75,3.15,3.86,2.12,1.74,192.81,5.14,7.82,3.55,4.27,193.62,5.37,10.59,11.66,1.08
4.15,77.75,0,100.54,4.04,5.14,2.95,2.2,189,6.77,8.2,4.7,3.49,189.88,5.21,11.88,11.93,0.05
4.82,83.56,0.06,100.5,4.55,6.76,3.73,3.04,250.94,7.09,8.59,4.31,4.28,251.69,6.19,10.76,13.31,2.55
4.39,84.31,0.93,100.68,4.55,6.23,2.83,3.41,282.69,6.65,7.73,5.17,2.56,283.94,4.51,5.23,7.26,2.02
4.82,86.88,0.54,101.1,2.02,4.15,0.35,3.8,178.69,3.16,7.49,0.48,7.01,178.56,5.58,5.55,8.64,3.08
5,88.19,0.07,100.85,5.36,6.52,3.61,2.91,290.69,7.72,9.09,6.14,2.94,291.56,5.88,7.73,10.93,3.19
3.23,74.94,0.27,101.17,6.48,9.5,4.01,5.49,144.31,8.23,11.41,4.75,6.66,145.06,1.3,11.84,5.65,-6.19
1.71,62.31,0,102.16,4.37,5.73,3.43,2.31,60.38,6.32,7.36,4.98,2.38,60.88,-3.38,7.86,1.51,-6.35
2.38,77.56,0.02,102.47,4.74,6.02,3.66,2.37,63.12,6.71,8.16,5.39,2.77,63.81,-2.16,7.38,2.29,-5.1
2.69,78.94,0.02,102.83,4.16,5.07,2.91,2.16,83.38,6.44,9.05,4.45,4.6,83.88,-0.7,8.27,4.57,-3.7
2.75,76.38,0,102.52,4.02,4.75,3.29,1.46,97.75,6.75,9.4,4.13,5.27,98.19,0.12,10.55,7.17,-3.38
3.05,79,0,101.65,2.26,3.07,0.64,2.43,152.12,3.43,5.51,0.94,4.57,152.69,0.84,10.24,7.48,-2.77
3.17,81.56,0.01,100.9,2.59,3.72,1.25,2.48,138.44,4.02,7.05,1.73,5.31,138.62,0.6,9.58,6.8,-2.78
3.42,83.5,2,100.14,5.32,7.23,3.44,3.79,194.81,8,11.04,4.91,6.13,195.5,1.48,10.5,7.98,-2.52
3.3,87.06,3.26,99.94,6.73,7.98,5.62,2.34,277,8.99,9.99,7.7,2.3,278.25,-0.02,3.99,1.98,-2.01
2.2,75.06,1.69,101.27,5.52,6.95,3.69,3.26,279.69,7.16,8.86,4.94,3.92,280.38,-2.99,2.84,-1.67,-4.51
3.54,94.38,6.9,100.21,5.8,8.44,1.91,6.52,264.88,8.04,10.75,3.27,7.48,266.12,-0.21,4.4,1.78,-2.62
2.26,83.62,0.13,100.63,3.39,3.91,2,1.91,39.56,4.48,5.08,3.23,1.84,39.12,-4.27,7.73,-1.59,-9.32
1.71,79.19,1.75,100.46,5.9,6.78,3.86,2.92,106.75,7.47,8.48,5.02,3.47,107.94,-6.52,5.08,-4.37,-9.45
2.69,92.38,6.72,99.55,4.71,6.29,1.81,4.48,162.44,6.02,7.94,2.42,5.51,163.69,-3.38,7.21,-0.63,-7.84
1.95,85.81,0.93,100.5,3.62,4.94,2.48,2.45,195.88,5.63,7.26,4.04,3.21,196.62,-6.17,8.56,-1.68,-10.24
2.32,90.94,0.74,100.72,4.72,5.66,3.15,2.51,38.25,6.61,7.66,4.55,3.12,39,-4.69,7.3,-1.27,-8.57
1.53,85.62,0.21,101.86,2.31,3.03,1.69,1.34,33.06,3.04,4.32,1.85,2.47,33.31,-8.49,4.37,-5.85,-10.22
1.28,89.56,0.01,102.23,3.12,3.98,2.36,1.62,85.38,4.22,5.55,3.1,2.46,85.56,-11.4,10.52,-5.6,-16.13
1.1,92.38,0,102.41,3.81,4.25,3.2,1.05,76.69,5.2,6.3,4.2,2.09,77,-13.65,10.89,-7.17,-18.06
1.4,88.56,0,102.62,3.34,3.8,2.8,1,107.25,4.71,5.6,3.26,2.34,107.38,-10.24,11.52,-3.05,-14.57
1.46,86.62,0.02,102.56,2.99,3.72,1.73,1.99,146.94,4.33,6.15,1.95,4.2,146.94,-9.43,10.83,-3.33,-14.17
2.01,94.75,0.04,102.28,2.61,3.72,1.34,2.38,131.19,3.79,6.52,1.57,4.94,131.25,-7.05,10.07,-1.5,-11.58
2.32,90.31,0,101.59,3.45,4.27,2.64,1.62,114.06,5.92,8.54,3.95,4.59,114.12,-4.65,8.81,0.68,-8.13
2.2,97.81,0.06,100.75,2.94,4.62,1.96,2.65,195.69,4.46,7.94,2.52,5.43,195.88,-6.65,7.47,-1.67,-9.13
2.2,95.5,0.48,100.41,3.99,4.5,3.07,1.43,214.81,6.18,6.98,5.02,1.97,215.31,-6.09,7.29,-1.58,-8.87
2.75,97.38,2.64,100.41,4.88,6.09,4.06,2.03,234.5,7.14,7.73,6.46,1.27,235.19,-3.76,6.02,-0.99,-7.01
3.17,97.38,4.64,100.57,4.02,4.77,3.52,1.24,242.31,6.05,6.88,4.77,2.11,243.06,-1.92,3.18,-0.62,-3.8
2.99,97.38,0.97,100.36,4,6.52,1.24,5.27,161.25,5.52,8.45,2.29,6.16,162.25,-2.54,3.28,-0.7,-3.98
2.5,97.38,0.42,99.81,3.41,6.35,1.72,4.63,175.12,5.45,8.22,2.73,5.49,176.06,-4.81,7.59,-1.02,-8.6
3.17,96.38,5.22,99.31,4.02,5.66,2.74,2.92,176.94,6.23,7.77,4.95,2.82,177.56,-2.05,5.78,0.44,-5.34
1.95,93.38,0.51,100.17,3.38,5.88,1.45,4.44,214.44,5.36,7.57,1.98,5.59,214.5,-7.2,7.63,-3.19,-10.83
1.46,97.56,3.72,100.02,4.52,6.43,2.18,4.25,196.38,5.95,7.57,3.61,3.96,167.44,-11.1,10.17,-7.02,-17.19
0.79,98.56,0.26,101.44,1.98,2.48,1.25,1.24,51.62,3.1,4.23,1.44,2.79,51.75,-17.56,5.2,-14.13,-19.32
0.61,98.12,0.16,101.81,2.8,3.51,1.72,1.79,43.31,4.55,5.63,2.65,2.98,43.62,-20.6,8.76,-15.98,-24.74
0.73,98.94,1.49,101.6,3.46,5.17,1.48,3.69,232.06,4.89,7.13,2.22,4.91,232.69,-19.98,13.71,-13.46,-27.17
0.92,98.94,0.34,101.79,3.16,4.59,2.05,2.54,185,4.74,6.2,3.16,3.04,185.81,-16.22,5.05,-13.42,-18.48
0.73,99.31,0.13,102.15,2.23,2.72,1.48,1.24,232.94,3.57,5.24,2.1,3.14,233.25,-18.27,4.63,-15.64,-20.27
0.67,97.69,0.06,101.98,2.54,3.21,1.53,1.69,185.81,4.02,5.49,2.35,3.14,186.06,-18.97,6.63,-15.4,-22.04
0.55,98.06,0.05,101.44,3.47,4.85,2.28,2.57,104,6.19,9.73,3.53,6.2,104,-21.09,7.79,-16.52,-24.3
0.85,94.44,0.06,101.01,4.45,5.2,3.66,1.55,121.75,7.48,8.84,5.16,3.68,122.31,-16.84,10.76,-11.6,-22.36
1.4,94.44,1.22,101.14,2.73,5.09,1.22,3.88,156.62,3.77,7.26,1.9,5.35,157.12,-10.88,4.52,-8.61,-13.13
1.04,97.94,0.34,102.06,2.06,2.74,0.98,1.77,267,3.27,4.65,1.46,3.19,266.69,-14.56,7.88,-9.55,-17.42
1.22,97.31,3.75,102.37,5.88,6.94,2.54,4.4,184.56,7.72,8.93,4.49,4.43,185.62,-13.19,9.16,-9.71,-18.87
1.46,94.56,0.7,101.65,5.91,6.88,4.34,2.53,174.69,7.92,8.57,7.2,1.37,175.5,-10.15,3.89,-8.69,-12.59
1.16,95.19,0.03,100.51,4.08,5.27,2.69,2.59,213.75,6.71,8.55,4.88,3.66,213.81,-13,6.2,-9.18,-15.38
1.1,98.31,0.23,101.6,3.07,3.99,1.84,2.15,324.5,5.16,7.53,3.27,4.26,324.75,-14.37,5.73,-10.92,-16.65
1.04,96.69,1.62,101.48,6.28,8.61,4,4.62,232.94,8.44,10.24,6.77,3.48,234.25,-14.68,3.72,-12.73,-16.45
1.04,97.5,0.52,101.13,6.67,7.95,4.33,3.62,216.75,8.68,10.13,7.58,2.55,217.75,-14.42,7.1,-10.24,-17.35
0.98,94.06,0.03,100.93,7.7,8.28,6.98,1.3,226.56,9.75,10.44,8.27,2.17,227.88,-15.08,8.19,-10.31,-18.49
0.98,96.12,0,101.19,6.84,7.48,5.81,1.67,223,9.12,9.72,8.55,1.18,224,-15.04,5.41,-11.88,-17.29
0.79,98.25,0.29,101.51,3.73,5.62,1.25,4.38,219.5,5.24,8.39,1.72,6.66,220.12,-17.69,5.91,-14.29,-20.2
0.92,99.19,0.27,101.13,3.05,4.4,1.84,2.56,126.06,5.16,7.88,3.22,4.67,126.06,-16.31,6.76,-12.42,-19.17
1.1,96.88,4.09,100.33,4.88,6.15,3.59,2.56,186,7.56,9.33,6.34,2.98,186.62,-14.92,12.03,-8.52,-20.56
1.22,98,2.01,100.58,4.67,5.94,2.72,3.22,219.69,7.01,9.55,4.34,5.22,220.06,-12.93,9.52,-9.06,-18.58
0.92,97.31,0.15,101.54,5.79,6.68,4.78,1.9,197.19,7.97,8.75,7.39,1.35,197.75,-15.63,6.19,-12.54,-18.74
1.4,96.25,0.65,101.46,4.54,5.78,2.92,2.86,210.62,6.93,8.1,5.23,2.88,211.25,-11.16,2.27,-9.88,-12.15
1.89,94.38,0.13,101.65,7.84,9.45,5.79,3.66,191.25,10.06,11.59,7.7,3.88,192.5,-7.51,4.79,-5.3,-10.09
1.46,96.75,0.08,101.68,7.31,9.31,5.11,4.2,237.56,9.86,11.33,6.41,4.91,238.81,-11.01,10.88,-7.52,-18.4
0.73,97.44,0.26,102.57,5.21,6.51,4.15,2.36,213.25,6.77,8.42,5.26,3.16,213.75,-18.59,9.6,-13.71,-23.31
1.1,96,0.01,102.27,4.75,5.85,3.3,2.56,199.31,6.96,8.54,5.34,3.2,199.56,-13.55,4.67,-11.63,-16.3
1.22,93.69,0,102.04,3.92,4.61,3.4,1.21,129.06,7.21,9.05,5.5,3.55,128.88,-12.36,9.44,-6.85,-16.29
1.1,92.5,0.01,101.85,4.5,5.34,3.68,1.66,205.69,8.23,9.9,6.57,3.33,206.25,-13.44,7.27,-9.33,-16.61
0.92,91.69,0.2,101.5,4.33,5.05,2.98,2.08,177,8.08,9.49,5.58,3.91,177.12,-15.42,8.12,-11.17,-19.27
1.04,93,0.8,100.67,6.7,7.84,4.33,3.51,200.94,9.15,11.45,6.05,5.41,201.69,-14.49,8.79,-10.74,-19.53
0.98,96.75,1.05,101.78,2.44,4.55,0.36,4.19,156.62,3.95,8.76,0.47,8.29,157.31,-15.56,11.44,-9.51,-20.95
0.49,99.44,0.19,101.99,2.17,3.77,0.26,3.52,179.06,3.46,6.44,0.27,6.16,178.38,-22.18,4.45,-20.2,-24.64
0.73,95.12,0.15,100.45,4.64,5.54,3.73,1.8,170.31,6.97,7.9,5.88,2.02,170.62,-18.13,9.44,-12.42,-21.86
0.98,94.56,0.52,100.17,6.81,8.74,4.05,4.68,257.62,8.8,10.92,5.86,5.06,258.69,-15.81,8.65,-11.75,-20.41
0.49,98.25,0.16,100.92,2.83,3.61,2.05,1.55,287.56,4.7,6.65,3.25,3.39,287.5,-22.82,7.5,-19.5,-27
0.24,97.56,0.18,101.13,3.22,5.32,1.31,4.01,265.81,4.94,7,1.9,5.1,266,-30.63,7.42,-26.91,-34.33
0.61,97.81,1.8,100.89,5.59,7.31,3.3,4.02,272.31,7.77,9.09,5.99,3.09,273.88,-20.8,10.47,-16.03,-26.49
0.55,97,3.87,101.46,6.8,12.62,0.38,12.24,187.69,8.45,14.96,0.5,14.45,188.62,-21.02,9.04,-17.12,-26.16
1.1,97.06,1.58,100.75,5.8,11.05,3.57,7.48,267.44,8.34,13.26,5.01,8.25,268.56,-14.02,6.98,-9.67,-16.64
0.85,97.44,0.6,101,2.48,4.08,0.66,3.41,252.12,4.02,6.32,0.91,5.41,237.44,-16.85,4.77,-14.85,-19.63
0.85,96.19,0.94,100.46,6.84,9.56,3.73,5.83,229.06,8.83,11.55,6.03,5.52,230.25,-16.42,4.17,-14.17,-18.35
0.85,95.06,0.38,100.42,7.06,9.04,5.37,3.67,220.12,8.84,11.4,7.09,4.3,221.25,-16.18,3.35,-14.43,-17.78
0.73,95.94,1.98,99.93,6.08,8.75,3.2,5.55,260.5,8.02,10.48,6.05,4.44,261.56,-18.35,6.3,-16.01,-22.31
0.49,93.69,0.82,101.14,2.35,4.91,0.62,4.27,217.5,3.76,6.56,0.81,5.75,217.12,-22.52,7.35,-17.82,-25.17
1.22,95.88,0.87,100.21,7.17,8.88,5.33,3.55,206.94,9.03,10.73,6.8,3.93,208,-12.74,6.99,-10.51,-17.5
1.28,96.5,0.77,99.81,5.55,7.59,4.16,3.43,198.69,7.41,9.97,5.8,4.16,199.38,-12.08,2.32,-10.94,-13.26
1.59,94.25,3.71,98.77,10.44,13.75,7.72,6.03,199.56,12.97,17.12,9.96,7.16,200.94,-10.19,10.38,-6.08,-16.46
1.16,92.69,5.48,99.35,8.68,11.04,6.52,4.52,225.06,11.11,13.9,8.98,4.91,226.44,-14.06,14.52,-7.13,-21.65
2.14,96.5,4.98,99.28,5.93,11.52,3.19,8.34,229.88,8.33,14.39,4.59,9.79,230.94,-6.58,3.2,-4.74,-7.95
0.79,92.44,0.48,100.3,6.7,12.9,2.38,10.52,191.25,8.9,15.91,3.54,12.37,191.81,-20.73,25.27,-4.26,-29.52
0.31,92.06,0.09,101.6,5.22,6.88,3.63,3.25,75.19,7.28,9.58,4.75,4.83,75.44,-26.65,5.32,-23.92,-29.24
0.43,92.56,0.08,100.93,6.38,7.35,5.13,2.22,96.88,9.06,9.91,8.35,1.55,97.75,-23.56,11.58,-17.92,-29.5
0.73,94.5,2.65,100.54,4.21,5.61,2.57,3.04,233,6.45,8.3,3.05,5.26,233.5,-18.21,7.8,-13.95,-21.74
0.31,98.38,0.26,101.91,2.66,4.24,1.07,3.17,261.31,3.55,5.88,1.52,4.35,261.62,-26.65,7.77,-21.51,-29.27
0.43,97.81,0.06,101.68,4.71,6.76,1.79,4.96,122.94,7.39,10.34,2.66,7.68,123.06,-25.05,10.23,-20.55,-30.77
0.98,95.12,2.36,100.95,4.66,6.38,3.35,3.03,150.88,6.67,9.21,4.56,4.65,151.69,-15.21,11.77,-10.86,-22.64
1.46,96.06,3.29,100.93,4.9,6.05,3.83,2.23,180.88,7.59,9.02,5.97,3.05,181.25,-10.82,5.36,-7.3,-12.67
1.34,96.75,3.23,100.67,5.65,7.06,3.14,3.91,232.69,7.69,9.16,5.56,3.59,233.5,-11.93,11.35,-8.61,-19.96
0.61,98.56,0.79,101.23,3.16,4.71,2.3,2.41,160.38,5.02,6.73,2.95,3.77,160.56,-20.41,8.12,-16.47,-24.6
1.4,96.94,11,99.26,4.22,6.16,2.27,3.9,220.38,5.72,7.38,4.11,3.27,220.94,-11.63,9.64,-7.87,-17.51
0.85,95.56,2.64,100.54,3.06,4.5,1.37,3.13,111.38,4.06,5.59,2.31,3.28,112.06,-16.54,5.57,-13.74,-19.31
0.79,97.94,0.99,100.89,5.09,7.02,2.06,4.95,214.19,7.72,10.16,3.56,6.59,214.94,-17.7,11.79,-11.92,-23.7
0.43,94.75,0.76,99.92,10.04,13.83,6.39,7.45,210.75,12.27,16.7,9.07,7.63,212,-23.09,6.07,-18.98,-25.06
0.85,89.81,4.76,98.93,13.39,14.12,11.7,2.43,216.06,16.59,17.45,14.82,2.62,217.44,-15.92,6.32,-12.45,-18.77
0.67,92.25,1.55,99.78,7.51,11.34,4.76,6.59,242.62,10,14.38,7.05,7.33,242.94,-21.06,19.7,-12.11,-31.82
0.24,95.81,0.02,101.78,5.74,8.59,4.43,4.16,219.62,8.87,11.61,6,5.61,220.25,-30.62,9.4,-26.67,-36.06
0.24,95.19,0.04,102.4,5.35,7.05,4.48,2.56,197.5,7.94,10.5,5.5,5,197.81,-29.06,9.79,-25.16,-34.95
0.43,96.19,0.04,102.43,5.04,7.06,2.64,4.42,180.19,6.51,8.77,4.02,4.75,181.06,-23.92,6.96,-19.34,-26.3
0.43,91.94,0,102,1.97,3.25,0.13,3.12,131.5,2.73,4.78,0.15,4.63,131.38,-23.28,7.59,-19.84,-27.42
0.37,95.94,0.02,101.88,1.34,1.95,0.8,1.15,144,1.75,2.87,1.02,1.84,144,-25.01,6.88,-22.12,-29.01
0.37,96.62,0.03,101.69,2.03,2.72,0.66,2.05,160.44,2.77,3.98,0.7,3.27,160.31,-25.28,7.57,-21.49,-29.06
0.43,95.5,0.03,101.4,1.18,1.71,0.57,1.14,236.62,1.51,2.37,0.7,1.66,236.44,-23.27,6.7,-20.29,-26.99
0.61,94.88,0.32,102.19,3.01,4.23,1.67,2.56,96.5,4.64,7.36,2.3,5.06,96.75,-20.3,9.81,-14.42,-24.23
0.43,97.31,0.91,102.54,5.86,7.51,3.53,3.98,51.44,8.05,10.26,5.8,4.45,52,-23.42,9.62,-18.1,-27.72
0.43,94.56,0.01,101.82,7.28,8.45,6.6,1.85,52.88,9.8,12.12,7.73,4.39,53.81,-23.76,10.13,-18.76,-28.88
0.55,94,0,101.54,6.05,6.83,5.16,1.67,58,9.07,10.45,6.79,3.66,58.69,-21.49,10.31,-15.72,-26.03
0.49,96.62,0.01,101.05,4.41,5.3,2.37,2.95,108.56,6.98,9.86,3.66,6.2,108.81,-22.35,8.78,-17.39,-26.17
1.59,94.31,0.44,100.1,6.82,8.45,5.41,3.05,170,9.23,10.79,7,3.79,170.81,-10.5,14.34,-5.88,-20.23
1.95,93.19,0,99.18,8.3,8.99,7.55,1.45,169.69,11,12.71,9.39,3.32,170.62,-7.06,4.25,-4.79,-9.04
1.71,93.12,0.07,99.73,7.35,9.37,5.58,3.8,208.81,10.2,11.53,9.02,2.52,209.75,-8.52,5.22,-6.99,-12.2
1.46,94.69,0.5,100.34,8.48,10.83,4.89,5.94,186.94,11,13.85,8.74,5.11,188.06,-10.97,12.06,-5.17,-17.24
0.67,97.12,0.03,100.98,3.11,4.54,2.32,2.22,169,4.69,8.33,2.52,5.8,169.25,-19.76,12.29,-14.69,-26.98
1.59,98.06,0.46,100.17,4.18,5.21,3.12,2.09,112.75,6.2,8.29,4.82,3.47,113.44,-10.63,9.2,-6.46,-15.67
0.73,93.81,0.26,100.57,4.48,6.41,2.34,4.08,232.69,6.1,8.64,3.32,5.32,232.62,-19.03,15.57,-9.41,-24.99
0.61,91.75,2.32,101.22,6.11,9.04,1.27,7.77,239.88,7.7,10.92,1.44,9.48,240.44,-19.86,7.71,-17.53,-25.24
0.67,94.56,0.35,101.94,6.49,8.08,4.2,3.88,210,8.41,10.21,6.48,3.73,210.88,-19.15,4.53,-16.6,-21.13
0.67,96.19,0.09,101.67,3.11,3.88,2.19,1.69,152.06,4.46,6.05,2.35,3.7,152.19,-19.31,8.98,-14.72,-23.7
0.85,96.88,0.43,100.36,2.03,3.01,1.17,1.84,87.06,3.02,5.27,1.38,3.88,87.5,-16.97,6.44,-13.57,-20.02
